inkml_file_path,audio_file_path,latex_ground_truth,spoken_text
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/TrainData2_7_sub_61.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/TrainData2_7_sub_61.mp3,\int \left( 2^{x} - 3 e^{x} \right) d x,integral from 2 to the power of start x end minus 3 e to the power of start x end d x
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200926-131-224.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200926-131-224.mp3,{ \mbox { j } } _ { \mbox { k } },start mbox start j end end sub start mbox start k end end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire014-equation074.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire014-equation074.mp3,$n_1+\ldots+n_{k-1}=n-1$,$n sub 1 plus ldots plus n sub start k minus 1 end equals n minus 1$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire027-equation051.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire027-equation051.mp3,$\cos^2 \theta_1$,$ cos to the power of 2 theta sub 1$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200924-1312-283.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200924-1312-283.mp3,{ - { \mbox { aY } } _ { { T } _ { T } } },start minus start mbox start aY end end sub start start T end sub start T end end end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/122_em_348.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/122_em_348.mp3,$T_{ij} = P a^2 \gamma_{ij}$,$T sub start ij end equals P a to the power of 2 gamma sub start ij end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire020-equation028.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire020-equation028.mp3,$f(a_1) \leq f(a_2)$,$fa sub 1 leq fa sub 2$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/KME2G3_9_sub_61.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/KME2G3_9_sub_61.mp3,\int ( 2^x - 3 e^x ) d x,integral from 2 to the power of x minus 3 e to the power of x d x
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB0264.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB0264.mp3,$2 + 2$,$2 plus 2$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire011-equation052.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire011-equation052.mp3,$t=\frac{2v_0}{g}$,$t equals fraction start 2v sub 0 end start g end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1254-49.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1254-49.mp3,\cos \left ( 0 \right ) = 1,cos 0 equals 1
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-131-233.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-131-233.mp3,N,N
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200926-1617-10.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200926-1617-10.mp3,0.3,0.3
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1251-83.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1251-83.mp3,\mbox { v },mbox start v end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200922-949-166.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200922-949-166.mp3,{ - \pi },start minus pi end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire031-equation020.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire031-equation020.mp3,$(149 + (22 / 88)) - (58 / (18 / 4)) = 136.36$,$149 plus 22 / 88 minus 58 / 18 / 4 equals 136.36$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire024-equation011.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire024-equation011.mp3,$(ab)$,$ab$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire032-equation001.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire032-equation001.mp3,$x= c \times \beta$,$x equals c times beta $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200922-949-24.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200922-949-24.mp3,\int e ^ { - z ^ 2 } d z = \mbox { erf } \left ( z \right ),integral from e to the power of start minus z to the power of 2 end d z equals mbox start erf end z
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-131-276.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-131-276.mp3,{ \left ( { - \int { \mbox { y } } _ { e } da } \right ) } ^ { i },start start minus integral from start mbox start y end end sub start e end da end end to the power of start i end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200922-947-215.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200922-947-215.mp3,{ u } ^ { { \mbox { M } } _ { m } } \left ( \mbox { X } \right ),start u end to the power of start start mbox start M end end sub start m end end mbox start X end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/rit_4220_1.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/rit_4220_1.mp3,$ 9 \times 9 $,$ 9 times 9 $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/TrainData2_17_sub_46.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/TrainData2_17_sub_46.mp3,\lim_{x \rightarrow - 1} \frac{x^{3} + 1}{x + 1},limit as sub start x arrow minus 1 end fraction start x to the power of start 3 end plus 1 end start x plus 1 end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/rit_4230_1.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/rit_4230_1.mp3,$ \sin x \times \cos x $,$ sin x times cos x $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB0435.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB0435.mp3,$1 - 3$,$1 minus 3$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire021-equation013.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire021-equation013.mp3,$x^3 + x^2 - x - 1$,$x to the power of 3 plus x to the power of 2 minus x minus 1$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/TrainData1_7_sub_1.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/TrainData1_7_sub_1.mp3,\log_{2} 8 = 3,log sub start 2 end 8 equals 3
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/TrainData2_8_sub_95.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/TrainData2_8_sub_95.mp3,\sqrt{1 + \sqrt{2 + \sqrt{3 + \sqrt{4}}}},square root of start 1 plus square root of start 2 plus square root of start 3 plus square root of start 4 end end end end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/128_em_523.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/128_em_523.mp3,"$(S,T)$","$S,T$"
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1553-150.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1553-150.mp3,\lambda,lambda
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200924-1312-302.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200924-1312-302.mp3,{ { i + { \mbox { w } } _ { f } } \geq { - \mbox { H } } },start start i plus start mbox start w end end sub start f end end geq start minus mbox start H end end end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200922-949-222.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200922-949-222.mp3,\mbox { qce },mbox start qce end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200922-949-123.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200922-949-123.mp3,{ - \sum { r } },start minus sum from start r end end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-131-132.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-131-132.mp3,{ { - G } + \sum { \mbox { m } } },start start minus G end plus sum from start mbox start m end end end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/32_em_216.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/32_em_216.mp3,$g(y) - g(x)$,$gy minus gx$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB3392.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB3392.mp3,"$g ( x , y ) = \sqrt[3]{x - y} + \sqrt{| x + y |}$","$g x , y equals square root of [3] start x minus y end plus square root of start | x plus y | end $"
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/TrainData2_3_sub_11.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/TrainData2_3_sub_11.mp3,\sqrt{x - y - z + x^{2} + y^{2} + z^{2}},square root of start x minus y minus z plus x to the power of start 2 end plus y to the power of start 2 end plus z to the power of start 2 end end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/TrainData2_15_sub_88.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/TrainData2_15_sub_88.mp3,3 0 \times 2 9 x^{2 8},3 0 times 2 9 x to the power of start 2 8 end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200922-949-267.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200922-949-267.mp3,z,z
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB3256.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB3256.mp3,$v_{c} = v_{c - 1} ( \frac{r - c}{c} )$,$v sub start c end equals v sub start c minus 1 end fraction start r minus c end start c end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/103_em_5.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/103_em_5.mp3,$HR=\frac{P_{v}}{P_{v sat}}$,$HR equals fraction start P sub start v end end start P sub start v sat end end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200922-947-114.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200922-947-114.mp3,30,30
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB2213.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB2213.mp3,$| a + i b | = \sqrt{{x^{2}} + {y^{2}}}$,$| a plus i b | equals square root of start start x to the power of start 2 end end plus start y to the power of start 2 end end end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB0120.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB0120.mp3,$1 + 3$,$1 plus 3$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/2009210-947-3.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/2009210-947-3.mp3,{ \mbox { V } j },start mbox start V end j end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/rit_4240_4.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/rit_4240_4.mp3,$ \frac {\sqrt {3}} {4} $,$ fraction start square root of start 3 end end start 4 end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB3442.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB3442.mp3,$\lim_{n \to \infty} x_{n} = L$,$ limit as sub start n to in fty end x sub start n end equals L$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/TrainData1_5_sub_9.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/TrainData1_5_sub_9.mp3,\sin^{2} \theta + \cos^{2} \theta = 1,sin to the power of start 2 end theta plus cos to the power of start 2 end theta equals 1
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire036-equation059.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire036-equation059.mp3,$\cos 2\phi = 2\cos^2 \phi - 1$,$ cos 2phi equals 2 cos to the power of 2 phi minus 1$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB0019.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB0019.mp3,"$h ( x , y ) = 2 {x^{2}} y - {y^{3}}$","$h x , y equals 2 start x to the power of start 2 end end y minus start y to the power of start 3 end end $"
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/94_david.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/94_david.mp3,$\frac{a}{\sin A} = \frac{b}{\sin B} = \frac{c}{\sin C}$,$ fraction start a end start sin A end equals fraction start b end start sin B end equals fraction start c end start sin C end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB1318.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB1318.mp3,$\frac{{( | a | - | b | )^{2}}}{| a - b |}$,$ fraction start start | a | minus | b | to the power of start 2 end end end start | a minus b | end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB3093.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB3093.mp3,$\lim_{n \to \infty} \frac{1}{{n^{p}}} = 0$,$ limit as sub start n to in fty end fraction start 1 end start start n to the power of start p end end end equals 0$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB3868.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB3868.mp3,${3^{2}} - 1 = 2$,$ start 3 to the power of start 2 end end minus 1 equals 2$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire017-equation034.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire017-equation034.mp3,$a(t+1)$,$at plus 1$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/92_carlos.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/92_carlos.mp3,$y = \frac{x\prime\sin\theta+y\prime\sin(w\prime+\theta)}{\sin w}$,$y equals fraction start xprime sin theta plus yprime sin wprime plus theta end start sin w end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200925-1126-194.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200925-1126-194.mp3,5.9,5.9
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB0318.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB0318.mp3,$2 = 3$,$2 equals 3$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB2272.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB2272.mp3,$\sqrt[5]{55}$,$ square root of [5] start 55 end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/104_em_33.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/104_em_33.mp3,$a(v^2)= a$,$av to the power of 2 equals a$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1254-239.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1254-239.mp3,\mbox { Iy },mbox start Iy end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire012-equation057.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire012-equation057.mp3,"$c(x, y) = h(x - y)$","$cx, y equals hx minus y$"
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire001-equation024.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire001-equation024.mp3,$1 - 1 + 1 - 1 + \ldots$,$1 minus 1 plus 1 minus 1 plus ldots$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/118_em_237.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/118_em_237.mp3,$||{ r} - { r}_2||$,$|| start r end minus start r end sub 2||$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB2237.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB2237.mp3,$2 + 3 = 5$,$2 plus 3 equals 5$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/KME2G3_27_sub_26.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/KME2G3_27_sub_26.mp3,x_1 \times x_2 \times x_3 \times x_4 = X,x sub 1 times x sub 2 times x sub 3 times x sub 4 equals X
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200926-1617-156.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200926-1617-156.mp3,\mbox { g },mbox start g end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/TrainData2_5_sub_17.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/TrainData2_5_sub_17.mp3,x_{1} - x_{2} + y_{1} - y_{2} + z_{1} - z_{2},x sub start 1 end minus x sub start 2 end plus y sub start 1 end minus y sub start 2 end plus z sub start 1 end minus z sub start 2 end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1254-138.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1254-138.mp3,{ \mbox { e } + \left ( P \right ) },start mbox start e end plus P end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/106_em_113.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/106_em_113.mp3,$a^{\prime} = \frac{a}{\sqrt 2}$,$a to the power of start prime end equals fraction start a end start square root of 2 end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1556-203.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1556-203.mp3,{ I } ^ { { 5 - \mbox { c } } },start I end to the power of start start 5 minus mbox start c end end end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire012-equation073.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire012-equation073.mp3,$\alpha\times\beta$,$ alpha times beta $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire014-equation015.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire014-equation015.mp3,$148 \pm 45 + ((191 \times 1) + (77 - 108))$,$148 pm 45 plus 191 times 1 plus 77 minus 108$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/36_em_41.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/36_em_41.mp3,$y=C_1y_1+C_2y_2+\ldots+C_ny_n$,$y equals C sub 1y sub 1 plus C sub 2y sub 2 plus ldots plus C sub ny sub n$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200922-949-61.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200922-949-61.mp3,k ^ 3 + 14 k ^ 2 - 132 k + 1789,k to the power of 3 plus 14 k to the power of 2 minus 132 k plus 1789
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200924-1312-7.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200924-1312-7.mp3,\sum _m f \left ( m + 3 \right ),sum from sub m f m plus 3
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200924-1331-10.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200924-1331-10.mp3,{ \sqrt { i } } ^ { E },start square root of start i end end to the power of start E end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB2392.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB2392.mp3,${x^{2}}$,$ start x to the power of start 2 end end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB1435.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB1435.mp3,$1 + 1$,$1 plus 1$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB2895.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB2895.mp3,$\sqrt[n]{\frac{n + 1}{{( n - 1 )^{2}}}}$,$ square root of [n] start fraction start n plus 1 end start start n minus 1 to the power of start 2 end end end end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200924-1331-248.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200924-1331-248.mp3,\Delta,Delta
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire024-equation054.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire024-equation054.mp3,"$(n,e)$","$n,e$"
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire018-equation026.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire018-equation026.mp3,$x^{2} + 4x + 1$,$x to the power of start 2 end plus 4x plus 1$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200926-1617-55.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200926-1617-55.mp3,\frac { 1 } { \sin \left ( x \right ) + 1 },fraction start 1 end start sin x plus 1 end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/105_Nina.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/105_Nina.mp3,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$,$ fraction start b to the power of 2c to the power of 2 minus 4b to the power of 3d minus 4ac to the power of 3 plus 18abcd minus 27a to the power of 2d to the power of 2 end start a to the power of 4 end $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200924-1312-14.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200924-1312-14.mp3,a + \sqrt { \frac { b + c } { d + f } },a plus square root of start fraction start b plus c end start d plus f end end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/2009213-137-47.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/2009213-137-47.mp3,t,t
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire028-equation022.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire028-equation022.mp3,$v_x(f)$,$v sub xf$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1553-131.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1553-131.mp3,{ 8 + R },start 8 plus R end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200926-1550-118.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200926-1550-118.mp3,\int \mbox { y } dx,integral from mbox start y end dx
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/rit_4250_4.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/rit_4250_4.mp3,$ \log _ {2} x $,$ log sub start 2 end x $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire017-equation071.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire017-equation071.mp3,$1 + (d+1)(r-1)$,$1 plus d plus 1r minus 1$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/115_em_149.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/115_em_149.mp3,$q=\sum_{i=1}^sl_i^2-\left(\sum_{i=s+1}^rl_i^2\right)$,$q equals sum from sub start i equals 1 end to the power of sl sub i to the power of 2 minus sum from sub start i equals s plus 1 end to the power of rl sub i to the power of 2$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1556-246.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1556-246.mp3,\sqrt { a },square root of start a end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/TrainData2_2_sub_33.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/TrainData2_2_sub_33.mp3,\log_{2} 8 + \log_{3} 9 + \log_{4} 1 6,log sub start 2 end 8 plus log sub start 3 end 9 plus log sub start 4 end 1 6
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1553-115.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1553-115.mp3,{ - M },start minus M end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB0470.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB0470.mp3,${x^{2}} + {y^{2}} = 5$,$ start x to the power of start 2 end end plus start y to the power of start 2 end end equals 5$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/TrainData2_4_sub_11.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/TrainData2_4_sub_11.mp3,\sqrt{x - y - z + x^{2} + y^{2} + z^{2}},square root of start x minus y minus z plus x to the power of start 2 end plus y to the power of start 2 end plus z to the power of start 2 end end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/MfrDB3213.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/MfrDB3213.mp3,$\lim_{x \to c} f ( x ) = f ( c )$,$ limit as sub start x to c end f x equals f c $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/506_em_67.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/506_em_67.mp3,$\lim_{n\rightarrow\infty}\frac{8}{n^3}\sum_{i=1}^ni^2$,$ limit as sub start narrow in fty end fraction start 8 end start n to the power of 3 end sum from sub start i equals 1 end to the power of ni to the power of 2$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/formulaire028-equation067.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/formulaire028-equation067.mp3,"$f_2, g_2$","$f sub 2, g sub 2$"
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/2009212-1031-87.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/2009212-1031-87.mp3,\frac { \mbox { q } } { n },fraction start mbox start q end end start n end
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/RIT_2014_42.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/RIT_2014_42.mp3,$ \sum \alpha \beta = \alpha \beta + \alpha \gamma + \beta \gamma $,$ sum from alpha beta equals alpha beta plus alpha gamma plus beta gamma $
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/129_em_544.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/129_em_544.mp3,$\sqrt [x] y$,$ square root of [x] y$
/content/drive/MyDrive/capstone_project/CROHME_2023/train/CROHME2019/200923-1553-309.inkml,/content/drive/MyDrive/capstone_project/CROHME_2023/train_speech/200923-1553-309.mp3,G,G
